Data,IPEDS_ID,year,FBS_Conference,Total_Expenses,Excess_Transfers_Back,Other_Expenses,Medical,Competition_Guarantees_spent,Recruiting,Game_Expenses_and_Travel,Facilities_and_Equipment,Coaches_Compensation,Support_and_Admin_Compensation_w_Severance,Athletic_Student_Aid,Total_Revenues,Other_Revenue,Corporate_Sponsorship_Advertising_Licensing,Donor_Contributions,Competition_Guarantees_earned,NCAA_Conference_Distributions_Media_Rights_and_Post-Season_Football,Ticket_Sales,Institutional_Government_Support,Student_Fees,Total_Institutional_Government_Support_and_Student_Fees,Total_Football_Spending,Total_Football_Coaching_Salaries,fpi,rk,eff_ove,rnk_ove,eff_off,rnk_off,eff_def,rnk_def,eff_spe,rnk_spe
Florida State University,134097,2022,Atlantic Coast Conference,150777734,0,34813122,1812040,2443718,1619148,12546828,38252948,25612597,22887687,10789646,161141884,11376724,24428412,42279406,607500,41386833,18773797,13597540,8691672,22289212,54558109,12633848,15.5,11,78.6,10,83,7,62.6,38,47.1,74
Florida State University,134097,2023,Atlantic Coast Conference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.8,13,80.6,11,68.2,25,80.9,7,57.6,34
University of Florida,134130,2013,Southeastern Conference,124428366,0,16344581,3261323,3834507,1867409,16148515,22941612,22032545,26889983,11107891,151225909,13357882,10719183,56305964,1045928,35962582,28664617,2292784,2876968,5169753,30131545,8099385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Florida,134130,2014,Southeastern Conference,125552019,0,16421474,3141731,2859116,1906055,14241489,22669438,23129056,29969259,11214401,142631039,17561616,10563971,49175050,824586,33275615,26298726,2140767,2790708,4931475,26599858,7628845,15.7,22,70.1,25,35.3,88,85.7,4,60,25
University of Florida,134130,2015,Southeastern Conference,143345931,0,9490623,2613553,3305198,2074608,17936961,24072912,29106649,41430999,13314428,168178263,8808501,12611458,66407197,980165,49469821,27779106,2122014,0,2122014,43069942,12692445,13.2,29,66.6,32,46.5,71,77.4,11,51,62
University of Florida,134130,2016,Southeastern Conference,154435297,17478598,9090326,1892864,4741358,2237494,18681962,27418719,21687477,36052853,15153645,159688137,6980426,11817129,48712474,248608,58384372,31288404,2256724,0,2256724,36408688,9260965,13.8,22,72.4,20,39.1,84,87.2,4,64.7,16
University of Florida,134130,2017,Southeastern Conference,156825560,11137484,10032793,2657136,3640721,2383606,18810018,31528587,26505228,35266988,14862999,164896530,13892223,9607016,49894551,1307428,61371171,27090994,1733147,0,1733147,37466445,11581531,3.6,50,44.5,76,33.1,105,59.1,47,46.9,85
University of Florida,134130,2018,Southeastern Conference,160942062,0,10350183,2419283,3586675,2513684,18486801,30425208,28200509,50125548,14834170,173933796,11562436,9042656,49655221,7047294,59325933,34783934,2516321,0,2516321,51545884,11637522,17.1,11,76.3,14,68.5,28,74.9,21,52.2,63
University of Florida,134130,2019,Southeastern Conference,150323840,0,11022508,2270884,4393384,2680292,18998751,30733485,29852125,35553393,14819017,169272573,11838546,11447639,47696605,1305075,63070122,31517344,2397242,0,2397242,41865496,14171711,21.3,9,83.1,7,76.7,10,76.8,14,60.4,22
University of Florida,134130,2020,Southeastern Conference,146509275,0,8706982,2355454,2101296,2055579,16484506,33244494,31432005,36420922,13708037,183169935,11046202,8454915,54967549,5192181,66872328,33261890,2665067,709803,3374869,39378052,15157795,17.4,11,78.3,10,85.6,4,54.9,48,58.3,26
University of Florida,134130,2021,Southeastern Conference,123298839,0,9555187,1948928,246325,649215,11422532,26863932,26738214,33018109,12856397,138854234,16097920,8393886,16134112,744445,84909555,10255206,1052968,1266142,2319110,29789919,13156357,7.6,34,58.5,52,60.5,42,51.9,63,53.5,50
University of Florida,134130,2022,Southeastern Conference,174365070,0,10780686,2406551,3276612,2966896,18223277,32643108,32184619,57626925,14256396,190417139,14739797,9526337,61364272,2164311,65131609,34784702,2706111,0,2706111,61244174,16051171,7.6,33,61,42,69.4,25,49.1,69,49.5,65
University of Florida,134130,2023,Southeastern Conference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,41,58.5,46,67,28,42.5,86,57.2,36
Georgia Institute of Technology,139755,2013,Atlantic Coast Conference,74013983,0,6698489,850932,1655436,1583578,9406541,17774220,12724260,12933088,10387440,71861934,6750528,5593557,17605143,523429,23001770,10073838,2361199,5952470,8313669,22930580,6196709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Georgia Institute of Technology,139755,2014,Atlantic Coast Conference,78769907,0,7246961,873746,1569820,1602027,8455377,22308558,13569661,12820060,10323696,78370749,6556032,5547437,19560042,286152,25808681,12476791,2328022,5807593,8135615,21738520,6768868,16,21,78.5,13,89.6,2,50.5,59,44.7,94
Georgia Institute of Technology,139755,2015,Atlantic Coast Conference,85719929,0,3945333,1303326,1636227,1496745,7443275,32293086,14005412,13596775,9999751,88262156,19219543,5593441,12763496,685951,31159457,10526794,2424130,5889345,8313474,20626005,7098378,10.2,36,50,68,43.7,76,54.8,58,54.6,48
Georgia Institute of Technology,139755,2016,Atlantic Coast Conference,86145345,0,3870127,1467775,1828493,1540240,8762813,30040602,14292244,13171969,11171082,86266699,16652079,5755478,12443960,83151,28138112,14791934,2451680,5950305,8401986,19861999,7260255,7.4,46,62,39,71.3,21,43.9,77,65.6,14
Georgia Institute of Technology,139755,2017,Atlantic Coast Conference,93800664,0,4060215,1139226,2078250,1554997,11244940,31228357,16199543,14479855,11815282,90384682,17604850,6387689,12367884,360380,32209269,12996263,2503152,5955197,8458349,24725776,7926738,7.6,33,63.2,34,69.1,23,57.1,50,35.1,122
Georgia Institute of Technology,139755,2018,Atlantic Coast Conference,95518995,0,4974575,1072046,4630919,1416898,8046368,29733972,15250223,18103973,12290020,98896576,20442562,6513325,12492445,3138030,32166084,15394113,2870163,5879852,8750016,27308745,7367853,6.9,39,59.1,50,70.9,23,38.1,96,59.7,22
Georgia Institute of Technology,139755,2019,Atlantic Coast Conference,102104799,0,3160770,925042,2177482,1962723,10080214,33566706,20213289,17437696,12580877,90941224,17001451,8576372,13584803,645476,30713416,11667960,2877992,5873753,8751745,32918355,12108363,-10.8,110,27.2,116,27.1,112,34.6,103,49.7,72
Georgia Institute of Technology,139755,2020,Atlantic Coast Conference,100653612,0,5866334,1310281,1507050,1583307,10083634,31761889,17145314,18814260,12581542,90496146,16096187,7373090,11500844,492080,33345720,10876137,6086402,4725686,10812088,28478244,8024810,-4.7,90,32.7,98,30.8,102,44.5,77,37.6,103
Georgia Institute of Technology,139755,2021,Atlantic Coast Conference,85999316,0,4155528,2022587,384000,410880,7980569,29905564,15663757,13951321,11525110,86198858,19102748,7220287,7743371,25000,37088960,3494035,6156057,5368400,11524457,19854441,7434688,-3.8,82,39.1,87,42.7,82,39.1,100,51.5,58
Georgia Institute of Technology,139755,2022,Atlantic Coast Conference,104719581,0,7168136,1773295,3050064,1940118,10878830,32009457,18842872,15712415,13344394,106635094,24703705,6363328,13749430,114000,37535646,12303309,5840726,6024950,11865676,26494520,8423339,-3.5,80,46.6,70,34.9,94,66.4,30,25.2,131
Georgia Institute of Technology,139755,2023,Atlantic Coast Conference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,48,57.9,51,65.8,29,45.3,74,56.5,42
University of Georgia,139959,2013,Southeastern Conference,112717099,0,8938853,1847603,4001913,1792024,15173447,30158733,20256710,17998496,12549319,114131826,5975601,8735864,33329663,0,33928660,28395727,0,3766310,3766310,30620897,9093163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Georgia,139959,2014,Southeastern Conference,105945968,0,9216865,2108151,2292647,1974698,14870959,27564803,19283647,15989944,12644255,118461829,10788835,9798147,36474747,0,31929160,25722679,0,3748260,3748260,28576861,8383357,24.3,5,86.3,5,87.8,3,70,26,61.4,20
University of Georgia,139959,2015,Southeastern Conference,112434810,2043254,11032288,3071629,2899228,2713348,11349593,24800821,21315876,20258794,12949977,132790104,5652519,14891732,38743469,0,40015515,29813866,0,3673002,3673002,29900978,9314640,15.9,19,72.7,20,54.8,49,79.6,8,54.6,49
University of Georgia,139959,2016,Southeastern Conference,132546100,865788,15093424,2942006,3871886,3960270,14594414,27179664,23577700,27076136,13384813,139817777,4387574,12624875,37597552,0,49917756,31639775,0,3650244,3650244,43901390,11383063,8.1,41,57.4,51,46.3,69,71.9,19,35,113
University of Georgia,139959,2017,Southeastern Conference,133147719,1355933,14717847,3547728,2961363,3803125,16541803,28704454,22329348,24608170,14577948,174499669,10750921,14711170,60584323,0,53076406,31758210,0,3618638,3618638,40225466,10157425,25.1,3,91.6,2,85.9,5,87.2,3,55.8,44
University of Georgia,139959,2018,Southeastern Conference,145641501,1104808,17531732,3757450,2163762,4306074,19768536,27828071,29414981,26866676,12899411,190677288,11528429,18384066,73133032,0,55860739,28019869,0,3751153,3751153,48462001,15860280,24.9,3,93.2,2,91.6,3,83.7,5,53.8,50
University of Georgia,139959,2019,Southeastern Conference,153462933,1580462,19718547,2535891,4812983,5482720,18384650,30757817,30796601,27060289,12332973,184466744,10622986,18978821,55724170,0,56678346,38743410,0,3719012,3719012,52155105,16554507,24,5,85.8,6,69.4,22,88.9,2,53.9,50
University of Georgia,139959,2020,Southeastern Conference,147131418,1854743,18390123,2196911,5050420,4009226,16576805,27394657,31352635,29000754,11305145,187719146,6799925,14916151,67639443,0,55045464,40461498,0,2856665,2856665,50779757,17230234,22.2,5,81.5,8,73.9,17,76.4,11,61.5,20
University of Georgia,139959,2021,Southeastern Conference,124113714,1390821,16872499,2218370,444200,940535,9902389,24155796,29771677,26486546,11930881,169064656,22884179,11513413,45149286,0,81579247,4729352,0,3209179,3209179,36192952,16021581,30,1,95.7,1,88.4,2,93.7,1,57.8,34
University of Georgia,139959,2022,Southeastern Conference,169995701,969198,21446772,2446508,3165100,6294697,21269124,28603881,40276849,33646472,11877100,203048566,8598033,20779037,74315945,10000,58622396,37192353,0,3530802,3530802,61722123,22093910,29.9,1,93.5,1,90.8,2,87.6,2,45.4,86
University of Georgia,139959,2023,Southeastern Conference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.7,2,89.5,3,90.3,3,76,12,48.8,80
University of Illinois Urbana-Champaign,145637,2013,Big Ten Conference,91504095,0,11336990,655064,2577476,1924957,9523500,21000015,12002727,19839127,12644239,92734782,7178307,5614628,21939025,324934,34469793,18656552,1032180,3519363,4551543,19566113,4682651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Illinois Urbana-Champaign,145637,2014,Big Ten Conference,95131023,0,11647885,536647,2878003,2088322,8090445,25683753,12344861,19387705,12473402,92539881,7980446,5783353,19354236,16025,35445686,19464835,1007755,3487545,4495300,19207769,4610337,-2.5,79,40.9,81,40.9,80,41.9,83,56.5,39
University of Illinois Urbana-Champaign,145637,2015,Big Ten Conference,99649430,0,16206503,858106,3443630,2131213,8899707,23719449,13188252,18400839,12801731,98318081,8284475,5911938,21959320,459816,41215215,16224769,640886,3621662,4262549,19698016,5029271,3.1,67,48.7,72,42.1,80,59.4,46,41.8,99
University of Illinois Urbana-Champaign,145637,2016,Big Ten Conference,116189494,0,15331140,907499,3099216,1940697,9160188,37757887,14170804,19913725,13908338,108666451,6901515,5653411,32212164,265317,43021655,16488738,500873,3622778,4123651,20810813,5557800,-6,94,30.4,103,27.4,111,43,79,38.1,103
University of Illinois Urbana-Champaign,145637,2017,Big Ten Conference,111363881,0,16401025,837740,3021774,2075339,8418201,30688649,16720290,19346433,13854429,107724611,7670204,6846818,27108054,213022,48080901,14177821,45927,3581862,3627789,24687655,8095407,-12.3,104,23.9,113,18.1,124,36.8,94,56.6,38
University of Illinois Urbana-Champaign,145637,2018,Big Ten Conference,117294703,0,13422336,1076824,2909241,2232696,8683812,29793266,21555369,23906803,13714356,124239424,6061513,6025906,25757441,225532,63247627,13646068,6019901,3255436,9275338,23994645,8660302,-8.5,98,31.3,100,48.9,70,21.8,119,54,47
University of Illinois Urbana-Champaign,145637,2019,Big Ten Conference,127366462,0,16391683,1190670,2672180,2407508,9595632,33521548,21735459,25847034,14004748,125666974,7103880,5933065,26460794,9645,64445718,12542797,5968417,3202658,9171075,24837742,8917653,-0.6,65,46.4,70,33.5,101,54.6,57,65.6,16
University of Illinois Urbana-Champaign,145637,2020,Big Ten Conference,127352954,0,15478740,976672,3165543,1901033,10292755,32882338,22784180,26242660,13629033,128324367,6605060,6089343,27371526,209396,64326028,14416724,6009680,3296610,9306290,27941443,9338481,-2.3,81,39.2,88,52.1,58,35,99,37.3,104
University of Illinois Urbana-Champaign,145637,2021,Big Ten Conference,102006085,0,6004922,866379,242511,679690,5644216,30099600,22159720,24619069,11689978,98811643,3645980,4112705,33866174,47550,47948236,244609,6059769,2886620,8946389,21381419,9324510,0.5,67,53.7,64,40.8,84,61,37,59.3,28
University of Illinois Urbana-Champaign,145637,2022,Big Ten Conference,129119247,0,15531327,1393949,2838800,2376468,8138701,31349589,25956291,29026507,12507615,145735330,8625627,6123020,40963477,210367,63973917,15693517,6832377,3313028,10145405,29035739,10963720,9.9,24,68.8,23,50.9,58,80.7,6,45.2,89
University of Illinois Urbana-Champaign,145637,2023,Big Ten Conference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,62,44.7,77,51.7,54,44,80,38.6,114
Indiana University-Bloomington,151351,2013,Big Ten Conference,84443122,0,9625816,1647061,3926371,1578425,7833204,10870018,16781317,17869804,14311106,89169351,7532443,8340744,17897460,1069348,34590020,16759330,2980007,0,2980007,18684566,5298489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana University-Bloomington,151351,2014,Big Ten Conference,92011259,0,10001110,1699371,4552564,2101095,8454888,12800138,17821092,19903466,14677534,96912522,7965227,12041054,19220463,328548,34422065,19491772,3443394,0,3443394,20407988,5390461,-0.8,74,42.5,80,44.4,71,46.5,70,41.1,104
Indiana University-Bloomington,151351,2015,Big Ten Conference,100983996,0,10420648,1808478,4042761,2006120,9543547,19639730,17964519,19863650,15694543,101020455,6566889,10093917,22281700,1042247,39825110,18114951,3095641,0,3095641,20817119,5860018,1.7,72,52.3,64,68.1,27,34.2,105,51.3,59
Indiana University-Bloomington,151351,2016,Big Ten Conference,106341548,0,9954372,1826301,5531448,1696227,12425215,18441155,19590171,20040866,16835794,107500482,6615684,10643238,23108049,531598,44522776,19631364,2447772,0,2447772,27581788,6924598,0.9,67,47.1,70,39.3,83,60.9,40,37.5,106
Indiana University-Bloomington,151351,2017,Big Ten Conference,117324526,0,11870954,1913750,4739090,1967736,11892004,22415366,20667382,24318588,17539656,117332677,9013637,11711642,25540180,1025352,47204873,19997016,2839976,0,2839976,28745750,7316868,3.7,49,59.3,48,48.2,65,66.9,31,53.2,50
Indiana University-Bloomington,151351,2018,Big Ten Conference,125475500,0,10153935,1986093,5246549,2293151,10946460,32690306,20357860,24404811,17396335,132657449,7708102,10774997,27921776,846533,62995886,19093554,3316601,0,3316601,26459354,6901204,1.9,63,53.1,65,57.9,45,48.3,73,45.1,96
Indiana University-Bloomington,151351,2019,Big Ten Conference,121699399,0,9937357,1916666,4905293,2660792,11939623,27909936,21581596,23488367,17359769,135489154,6990349,11192263,30414164,481883,63737596,19541434,3131465,0,3131465,25837449,7455914,7.5,36,66.4,29,72,17,54.4,58,47.9,77
Indiana University-Bloomington,151351,2020,Big Ten Conference,125940710,0,9292119,1944093,4238332,1712140,12061835,28919290,24813478,25050504,17908917,126874073,6183788,11457043,24428770,705553,63374870,18442988,2281062,0,2281062,30940109,10415842,14.3,16,74.3,14,48.9,62,80.6,6,75.7,6
Indiana University-Bloomington,151351,2021,Big Ten Conference,102582541,0,5666278,1992305,793275,169761,8439871,22437417,23362068,22202729,17518837,78083857,1195646,8401730,19171854,232238,46610487,59257,2412645,0,2412645,23938872,9500831,-4.1,84,36.2,98,31.1,102,50.4,68,40.7,110
Indiana University-Bloomington,151351,2022,Big Ten Conference,132392596,0,6304122,2002772,5125868,2232533,12286304,35409254,24817011,26766349,17448383,166761471,5837313,10701337,61660023,689897,63884929,21278997,2708975,0,2708975,31835580,10861709,-4.2,85,40.5,88,37.1,88,46.9,75,51.2,59
Indiana University-Bloomington,151351,2023,Big Ten Conference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.7,80,41.4,88,47.9,72,38.1,98,51.3,69
Iowa State University,153603,2013,Big 12 Conference,72377665,0,9348740,586956,1487262,1608432,8511975,18648059,12041265,12043313,8101662,72533027,6233694,899780,15384060,872754,31568186,15440363,0,2134190,2134190,17429600,5347254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iowa State University,153603,2014,Big 12 Conference,77796355,0,9996652,520555,970431,1603361,8207018,23614709,13184970,11421615,8277044,78028332,5907452,987278,19919153,343963,32126897,16503139,0,2240450,2240450,16552469,5218160,-3.9,85,38.6,87,51.1,58,32.1,106,47.7,78
Iowa State University,153603,2015,Big 12 Conference,85983142,0,11116330,742078,1222236,1863457,7724846,28579420,13780066,12327674,8627035,86067980,6065726,1767216,24022150,176566,35515695,16183364,0,2337263,2337263,17629601,5101596,0.6,79,51.4,65,51.1,60,50.1,71,53.5,55
Iowa State University,153603,2016,Big 12 Conference,88377962,0,12576823,698018,1174924,2130575,8619092,21108258,13249465,19706144,9114664,88463983,7185965,1862153,16752020,343977,42294362,17642015,0,2383490,2383490,25701328,4797307,1.1,66,47.8,68,55.2,53,36.1,93,68.9,8
Iowa State University,153603,2017,Big 12 Conference,91272535,0,12886052,816112,2083552,2030336,8444183,26331395,14892951,13983686,9804268,91376748,6403678,2564846,19402185,206996,44676775,15764078,0,2358189,2358189,22499238,6180784,10,26,72.8,17,66.9,26,70.4,23,51.7,58
Iowa State University,153603,2018,Big 12 Conference,95684066,0,14395895,1056574,1127713,2199546,10129911,26862507,16428750,13661255,9821915,95774297,6756126,2469914,22296816,305392,44535947,17151427,0,2258674,2258674,25731021,7462149,7.5,38,62.1,42,56.1,51,65.9,31,42.6,106
Iowa State University,153603,2019,Big 12 Conference,101024284,0,15938226,999996,1330845,1996700,11517946,25838934,18677526,14635731,10088380,101126572,6579546,2823759,19297135,204284,52582788,17461703,0,2177357,2177357,28878135,9509637,11,22,62.1,33,60.2,39,64.1,36,37.3,113
Iowa State University,153603,2020,Big 12 Conference,94527184,0,11494653,930920,2244496,1407373,10058827,24136057,19294957,14971392,9988508,94569762,6559202,2856633,19556895,122268,44049721,19471566,0,1953476,1953476,31104236,9754617,17.9,10,78.3,11,75.4,15,74.4,14,41.4,96
Iowa State University,153603,2021,Big 12 Conference,89008720,0,8142868,1920069,522041,457899,6433346,21819647,17539976,22542568,9630306,72046100,4604855,2630072,17104715,0,43287402,2631429,0,1787627,1787627,24085630,9251367,15.3,9,70.2,20,68,21,67.1,18,45.3,97
Iowa State University,153603,2022,Big 12 Conference,111227458,0,14573553,760382,1339119,1629048,10878442,35744096,19215272,17242773,9844773,111287492,11132938,2803091,23036374,59000,49499012,22909710,0,1847367,1847367,28664216,10345491,6.3,41,57.5,55,40.9,82,78.4,8,33.9,124
Iowa State University,153603,2023,Big 12 Conference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,32,65.4,30,60.8,37,62.1,36,56.9,37
University of Iowa,153658,2013,Big Ten Conference,124423997,0,14103360,784348,3321585,1483182,9904583,45442072,18743955,17710285,12930627,124638667,15320173,9615815,35560516,1643207,31340466,30368879,0,789612,789612,25179693,9270571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Iowa,153658,2014,Big Ten Conference,117069139,0,15515044,821096,3227760,1512512,11533632,32645089,19921819,18428419,13463768,121281417,11081894,9835603,34746078,335836,34865192,29633997,0,782817,782817,27796174,9334144,6.4,49,51,63,51.3,57,57.1,49,32.2,120
University of Iowa,153658,2015,Big Ten Conference,124859795,0,16423290,788167,2673508,1840525,11527261,37013290,21290489,19977875,13325390,121149823,11388712,10691237,28976745,405216,38486109,30458691,0,743113,743113,27927924,10095299,11.8,33,71.3,24,64.4,32,71.4,19,47.5,75
University of Iowa,153658,2016,Big Ten Conference,131155431,0,18990648,1409388,2556909,1775414,16400027,32718745,23388397,20357294,13558610,127859044,11021939,10981654,31386125,201606,44555148,28978717,0,733855,733855,35153969,11785723,10.7,30,65.5,30,51.4,61,66.3,31,69.5,7
University of Iowa,153658,2017,Big Ten Conference,143952185,1492372,21191900,2010197,2659143,1754860,14663981,35634894,24231648,26358177,13955013,144463191,18654945,12425093,35373670,179890,45878211,31232831,0,718549,718549,35320115,12384104,11.6,23,66.9,31,52.7,54,71.5,22,56.6,37
University of Iowa,153658,2018,Big Ten Conference,141867247,1456788,19287206,1722230,2911937,1848144,15305972,37399055,25463152,22274319,14198443,147937422,14637842,11312699,32520360,320284,61167881,27276938,0,701417,701417,35872391,12740091,15.1,16,75.6,16,62.2,38,79.7,12,52.2,62
University of Iowa,153658,2019,Big Ten Conference,156474700,1430858,19538795,1679680,3387206,2250736,16624860,46746215,28055303,22259411,14501635,161078620,15388387,11292891,40940196,129365,63832026,28806823,0,688932,688932,40045181,14225552,14.9,15,75.4,17,54.7,52,78.4,12,73.4,4
University of Iowa,153658,2020,Big Ten Conference,156169445,0,19552926,2028072,5242798,1563105,15511845,47237830,28881435,22735358,13416077,152478484,11811807,10575794,40972764,52349,61475914,26909320,0,680537,680537,43803589,14850294,17,12,82,7,57.7,42,84.8,4,77,4
University of Iowa,153658,2021,Big Ten Conference,116755350,0,13005449,1744497,405944,87425,6805449,35721830,26921102,18722489,13341165,74789832,4191876,7919014,14546695,165000,47127256,189991,0,650000,650000,29686991,13371696,8.3,32,65.6,29,34.4,96,79,7,69.7,6
University of Iowa,153658,2022,Big Ten Conference,151144861,0,20416006,2081403,5942843,2039354,16753112,36555225,34108484,20507349,12741085,151483092,15412433,11638182,32595258,170273,64600117,26416829,0,650000,650000,49396133,19082369,7.4,34,67.1,26,21.4,121,88.3,1,70.5,4
University of Iowa,153658,2023,Big Ten Conference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,46,58.6,44,16.2,127,84.9,5,62.6,16
University of Kansas,155317,2013,Big 12 Conference,92728402,0,14408890,583979,1953992,1948788,12297872,7659202,17799391,23524341,12551947,108308130,6117792,6404721,38380222,466026,31748787,21851541,2054026,1285016,3339042,16669408,5940837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Kansas,155317,2014,Big 12 Conference,103079361,0,24716667,836869,2195876,1965818,11311439,10176386,15291746,23825741,12758820,111806484,11870806,6582534,33139218,839548,33451310,22987867,1698956,1236246,2935202,16991291,5599030,-6.5,91,36.4,90,31.1,101,52.9,55,34.2,119
University of Kansas,155317,2015,Big 12 Conference,105416778,0,10551885,908534,1940719,1887590,11863139,18337305,15772095,30503051,13652458,105019836,7239889,6670168,29464513,790287,35756859,22857199,1762952,477968,2240920,23772272,4142429,-18.9,124,15.8,123,20.3,118,26.1,115,31.6,125
University of Kansas,155317,2016,Big 12 Conference,96759667,0,12349980,839247,1772124,1853573,10384624,18673801,16153885,22296259,12436175,102354539,2215304,6578979,27119597,668290,41825786,21903571,1681896,361115,2043011,15819477,4011916,-9.8,104,25.2,112,15.7,126,51.3,61,37.2,107
University of Kansas,155317,2017,Big 12 Conference,104697309,0,13467732,878361,1687070,2246336,11038161,22780850,16878020,23337408,12383372,105296721,6637187,6356035,25472598,641424,43109503,20956486,1786542,336945,2123488,18861297,4831520,-16.6,119,16,123,19.5,122,27,110,33.4,124
University of Kansas,155317,2018,Big 12 Conference,112343276,0,13713846,1012923,1756429,2511040,13006796,22942479,19139257,25320491,12940015,114716496,5793853,11043407,29729111,862520,43131406,22209070,1621674,325455,1947129,21285097,5759658,-3.2,80,39,95,33,103,50.1,69,47.4,85
University of Kansas,155317,2019,Big 12 Conference,115403268,0,13788977,985415,1628109,2448652,11862505,21511272,19220441,30204458,13753439,128833734,4186188,11429300,42267469,852625,47694112,20553173,1535570,315296,1850867,26842134,6931114,-9.7,106,33.7,102,45.7,77,32,105,42.1,95
University of Kansas,155317,2020,Big 12 Conference,107517483,0,10851776,791091,1824238,1563935,10141734,23939650,18633716,27808143,11963199,107532731,1738886,11849064,24993254,883533,45505716,21142919,1396315,23043,1419358,22992922,6857835,-15.2,117,16.4,119,12.5,122,40.4,89,26.1,121
University of Kansas,155317,2021,Big 12 Conference,94140743,0,3374623,1035659,471415,395972,5627072,19508868,21875888,28549066,13302180,92325635,15765746,11128501,21867987,12225,39217198,2947905,1386073,0,1386073,19661307,6227905,-15.2,114,24.6,115,37.3,91,23.1,122,45.9,92
University of Kansas,155317,2022,Big 12 Conference,108696078,0,9992467,886997,1283143,1919392,12843037,21178609,20437077,25969535,14185821,118020175,8156089,13325979,27261662,982601,48843786,17933864,1516194,0,1516194,21282124,6537275,3.4,58,60.2,45,82,8,38.1,99,37,117
University of Kansas,155317,2023,Big 12 Conference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,28,72.7,19,83.2,7,53.6,60,43.8,95
Kansas State University,155399,2013,Big 12 Conference,69006060,0,7732101,1130228,2351389,1384576,10732125,11531082,12918509,14088356,7137696,81954194,4776222,2694169,20902481,8685,33142867,17537814,2309558,582396,2891955,18579568,6378334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kansas State University,155399,2014,Big 12 Conference,71625655,0,9898682,1119490,2178090,1495033,8809615,12081726,14819526,13181809,8041685,83482001,7500198,2605472,21166119,29617,32719155,17918600,969741,573099,1542841,18600982,7156371,17.3,18,77.3,16,75,18,65.2,37,67,10
Kansas State University,155399,2015,Big 12 Conference,76959345,0,8683832,1081361,2265196,1320923,8357854,14767603,15284545,16310188,8887843,86113438,3307497,2544209,25754552,46347,34785546,18689027,413840,572420,986260,18363278,7848375,5.2,60,53.3,63,52.1,57,44.5,80,72.8,2
Kansas State University,155399,2016,Big 12 Conference,80029160,0,10882416,1054848,2169880,1541258,9694099,14326756,14900895,15977981,9481025,87991114,3718470,3177523,20421427,359612,42256616,17492177,0,565289,565289,20092217,7416864,12.1,27,77.5,13,72.1,19,68.5,24,67.8,9
Kansas State University,155399,2017,Big 12 Conference,81771299,0,11456407,1141977,2348447,1499464,11096580,13399740,17112531,14181952,9534202,95159723,5228259,2563023,24490738,29269,45466103,16884873,0,497457,497457,22021184,8025647,8.9,29,67.3,30,57.4,41,60.4,45,77.8,1
Kansas State University,155399,2018,Big 12 Conference,83774239,0,12402837,1154228,2398169,1501056,10929205,12466750,17216090,16011506,9694397,93786207,5372214,2374056,24281831,526287,44021803,16832330,0,377686,377686,21578589,8280377,2,62,50.7,71,47.1,74,51.3,66,58.9,27
Kansas State University,155399,2019,Big 12 Conference,88055270,0,12628162,1094113,2239263,1993780,9812453,13091354,17462689,20518947,9214509,95305564,4523555,2534804,21791575,13249,49586220,16856160,0,0,0,29807694,7606119,7.8,34,66.2,30,54.8,51,65.9,34,66.9,14
Kansas State University,155399,2020,Big 12 Conference,83534202,0,11650029,1148445,1935967,1654353,10332935,12473175,17488434,18312436,8538426,90502072,3438416,2280867,21616309,319329,47618945,15228206,0,0,0,28672381,8309458,2.9,55,53.2,53,46.7,68,46.2,74,81,2
